"time","Corrente da bateria (mA)","Tensão da bateria (V)","Energia (Wh)"
2026-01-08 06:22:22,-45.2,4.58,-2.19
2026-01-08 06:22:22,-45.2,4.58,-2.19
2026-01-08 06:22:22,-45.2,4.58,-2.19
2026-01-08 06:22:48,-43.3,4.60,-2.19
2026-01-08 06:22:48,-43.3,4.60,-2.19
2026-01-08 06:22:48,-43.3,4.60,-2.19
2026-01-08 06:23:14,-42.6,4.60,-2.20
2026-01-08 06:23:14,-42.6,4.60,-2.20
2026-01-08 06:23:14,-42.6,4.60,-2.20
2026-01-08 06:23:40,-45.1,4.60,-2.20
2026-01-08 06:23:40,-45.1,4.60,-2.20
2026-01-08 06:23:40,-45.1,4.60,-2.20
2026-01-08 06:24:07,-45.7,4.60,-2.20
2026-01-08 06:24:07,-45.7,4.60,-2.20
2026-01-08 06:24:07,-45.7,4.60,-2.20
2026-01-08 06:24:33,-44,4.60,-2.20
2026-01-08 06:24:33,-44,4.60,-2.20
2026-01-08 06:24:33,-44,4.60,-2.20
2026-01-08 06:24:59,-44.1,4.59,-2.20
2026-01-08 06:24:59,-44.1,4.59,-2.20
2026-01-08 06:24:59,-44.1,4.59,-2.20
2026-01-08 06:25:25,-45.1,4.59,-2.20
2026-01-08 06:25:25,-45.1,4.59,-2.20
2026-01-08 06:25:25,-45.1,4.59,-2.20
2026-01-08 06:25:51,-45.3,4.58,-2.20
2026-01-08 06:25:51,-45.3,4.58,-2.20
2026-01-08 06:25:51,-45.3,4.58,-2.20
2026-01-08 06:26:18,-45.2,4.59,-2.20
2026-01-08 06:26:18,-45.2,4.59,-2.20
2026-01-08 06:26:18,-45.2,4.59,-2.20
2026-01-08 06:26:43,-42.1,4.60,-2.20
2026-01-08 06:26:43,-42.1,4.60,-2.20
2026-01-08 06:26:43,-42.1,4.60,-2.20
2026-01-08 06:27:10,-40.4,4.62,-2.21
2026-01-08 06:27:10,-40.4,4.62,-2.21
2026-01-08 06:27:10,-40.4,4.62,-2.21
2026-01-08 06:27:36,-44.5,4.58,-2.21
2026-01-08 06:27:36,-44.5,4.58,-2.21
2026-01-08 06:27:36,-44.5,4.58,-2.21
2026-01-08 06:28:02,-42.5,4.60,-2.21
2026-01-08 06:28:02,-42.5,4.60,-2.21
2026-01-08 06:28:28,-44.7,4.59,-2.21
2026-01-08 06:28:28,-44.7,4.59,-2.21
2026-01-08 06:28:28,-44.7,4.59,-2.21
2026-01-08 06:28:54,-43.4,4.61,-2.21
2026-01-08 06:28:54,-43.4,4.61,-2.21
2026-01-08 06:28:54,-43.4,4.61,-2.21
2026-01-08 06:29:20,-41.4,4.62,-2.21
2026-01-08 06:29:20,-41.4,4.62,-2.21
2026-01-08 06:29:20,-41.4,4.62,-2.21
2026-01-08 06:29:46,-43.7,4.61,-2.21
2026-01-08 06:29:46,-43.7,4.61,-2.21
2026-01-08 06:29:46,-43.7,4.61,-2.21
2026-01-08 06:30:13,-40.2,4.58,-2.21
2026-01-08 06:30:13,-40.2,4.58,-2.21
2026-01-08 06:30:13,-40.2,4.58,-2.21
2026-01-08 06:30:39,-41.7,4.61,-2.21
2026-01-08 06:30:39,-41.7,4.61,-2.21
2026-01-08 06:30:39,-41.7,4.61,-2.21
2026-01-08 06:31:06,-43.8,4.60,-2.22
2026-01-08 06:31:06,-43.8,4.60,-2.22
2026-01-08 06:31:06,-43.8,4.60,-2.22
2026-01-08 06:31:31,-40.8,4.62,-2.22
2026-01-08 06:31:31,-40.8,4.62,-2.22
2026-01-08 06:31:31,-40.8,4.62,-2.22
2026-01-08 06:31:57,-43.2,4.61,-2.22
2026-01-08 06:31:57,-43.2,4.61,-2.22
2026-01-08 06:31:57,-43.2,4.61,-2.22
2026-01-08 06:32:23,-43.9,4.62,-2.22
2026-01-08 06:32:23,-43.9,4.62,-2.22
2026-01-08 06:32:23,-43.9,4.62,-2.22
2026-01-08 06:32:49,-43.8,4.60,-2.22
2026-01-08 06:32:49,-43.8,4.60,-2.22
2026-01-08 06:32:49,-43.8,4.60,-2.22
2026-01-08 06:33:16,-40.6,4.62,-2.22
2026-01-08 06:33:16,-40.6,4.62,-2.22
2026-01-08 06:33:16,-40.6,4.62,-2.22
2026-01-08 06:33:42,-41,4.63,-2.22
2026-01-08 06:33:42,-41,4.63,-2.22
2026-01-08 06:33:42,-41,4.63,-2.22
2026-01-08 06:34:08,-40.9,4.61,-2.22
2026-01-08 06:34:08,-40.9,4.61,-2.22
2026-01-08 06:34:08,-40.9,4.61,-2.22
2026-01-08 06:34:34,-43.2,4.61,-2.22
2026-01-08 06:34:34,-43.2,4.61,-2.22
2026-01-08 06:34:34,-43.2,4.61,-2.22
2026-01-08 06:35:00,-44,4.61,-2.23
2026-01-08 06:35:00,-44,4.61,-2.23
2026-01-08 06:35:00,-44,4.61,-2.23
2026-01-08 06:35:25,-41.8,4.63,-2.23
2026-01-08 06:35:25,-41.8,4.63,-2.23
2026-01-08 06:35:25,-41.8,4.63,-2.23
2026-01-08 06:35:51,-43.7,4.61,-2.23
2026-01-08 06:35:51,-43.7,4.61,-2.23
2026-01-08 06:35:51,-43.7,4.61,-2.23
2026-01-08 06:36:18,-41,4.61,-2.23
2026-01-08 06:36:18,-41,4.61,-2.23
2026-01-08 06:36:18,-41,4.61,-2.23
2026-01-08 06:36:44,-40.8,4.62,-2.23
2026-01-08 06:36:44,-40.8,4.62,-2.23
2026-01-08 06:36:44,-40.8,4.62,-2.23
2026-01-08 06:37:10,-40.2,4.62,-2.23
2026-01-08 06:37:10,-40.2,4.62,-2.23
2026-01-08 06:37:10,-40.2,4.62,-2.23
2026-01-08 06:37:36,-40.6,4.63,-2.23
2026-01-08 06:37:36,-40.6,4.63,-2.23
2026-01-08 06:37:36,-40.6,4.63,-2.23
2026-01-08 06:38:02,-39.7,4.59,-2.23
2026-01-08 06:38:02,-39.7,4.59,-2.23
2026-01-08 06:38:02,-39.7,4.59,-2.23
2026-01-08 06:38:28,-42.5,4.61,-2.23
2026-01-08 06:38:28,-42.5,4.61,-2.23
2026-01-08 06:38:28,-42.5,4.61,-2.23
2026-01-08 06:38:54,-42.4,4.60,-2.23
2026-01-08 06:38:54,-42.4,4.60,-2.23
2026-01-08 06:39:21,-42.1,4.60,-2.24
2026-01-08 06:39:21,-42.1,4.60,-2.24
2026-01-08 06:39:21,-42.1,4.60,-2.24
2026-01-08 06:39:47,-41.7,4.62,-2.24
2026-01-08 06:39:47,-41.7,4.62,-2.24
2026-01-08 06:39:47,-41.7,4.62,-2.24
2026-01-08 06:40:13,-40,4.62,-2.24
2026-01-08 06:40:13,-40,4.62,-2.24
2026-01-08 06:40:13,-40,4.62,-2.24
2026-01-08 06:40:39,-39.6,4.62,-2.24
2026-01-08 06:40:39,-39.6,4.62,-2.24
2026-01-08 06:40:39,-39.6,4.62,-2.24
2026-01-08 06:41:05,-40.8,4.63,-2.24
2026-01-08 06:41:05,-40.8,4.63,-2.24
2026-01-08 06:41:05,-40.8,4.63,-2.24
2026-01-08 06:41:31,-39.5,4.58,-2.24
2026-01-08 06:41:31,-39.5,4.58,-2.24
2026-01-08 06:41:58,-43.7,4.60,-2.24
2026-01-08 06:41:58,-43.7,4.60,-2.24
2026-01-08 06:41:58,-43.7,4.60,-2.24
2026-01-08 06:42:24,-43.2,4.60,-2.24
2026-01-08 06:42:24,-43.2,4.60,-2.24
2026-01-08 06:42:24,-43.2,4.60,-2.24
2026-01-08 06:42:50,-42.8,4.62,-2.24
2026-01-08 06:42:50,-42.8,4.62,-2.24
2026-01-08 06:42:50,-42.8,4.62,-2.24
2026-01-08 06:43:16,-41.6,4.63,-2.25
2026-01-08 06:43:16,-41.6,4.63,-2.25
2026-01-08 06:43:42,-41.2,4.63,-2.25
2026-01-08 06:43:42,-41.2,4.63,-2.25
2026-01-08 06:43:42,-41.2,4.63,-2.25
2026-01-08 06:44:08,-39.6,4.62,-2.25
2026-01-08 06:44:08,-39.6,4.62,-2.25
2026-01-08 06:44:08,-39.6,4.62,-2.25
2026-01-08 06:44:34,-38.9,4.64,-2.25
2026-01-08 06:44:34,-38.9,4.64,-2.25
2026-01-08 06:44:34,-38.9,4.64,-2.25
2026-01-08 06:45:01,-43.1,4.61,-2.25
2026-01-08 06:45:01,-43.1,4.61,-2.25
2026-01-08 06:45:01,-43.1,4.61,-2.25
2026-01-08 06:45:27,-42.7,4.62,-2.25
2026-01-08 06:45:27,-42.7,4.62,-2.25
2026-01-08 06:45:27,-42.7,4.62,-2.25
2026-01-08 06:45:53,-41.2,4.62,-2.25
2026-01-08 06:45:53,-41.2,4.62,-2.25
2026-01-08 06:45:53,-41.2,4.62,-2.25
2026-01-08 06:46:19,-40.1,4.62,-2.25
2026-01-08 06:46:19,-40.1,4.62,-2.25
2026-01-08 06:46:19,-40.1,4.62,-2.25
2026-01-08 06:46:45,-38.7,4.63,-2.25
2026-01-08 06:46:45,-38.7,4.63,-2.25
2026-01-08 06:46:45,-38.7,4.63,-2.25
2026-01-08 06:47:11,-39.2,4.60,-2.25
2026-01-08 06:47:11,-39.2,4.60,-2.25
2026-01-08 06:47:37,-40.6,4.62,-2.26
2026-01-08 06:47:37,-40.6,4.62,-2.26
2026-01-08 06:47:37,-40.6,4.62,-2.26
2026-01-08 06:48:04,-41.8,4.61,-2.26
2026-01-08 06:48:04,-41.8,4.61,-2.26
2026-01-08 06:48:04,-41.8,4.61,-2.26
2026-01-08 06:48:30,-40.4,4.62,-2.26
2026-01-08 06:48:30,-40.4,4.62,-2.26
2026-01-08 06:48:56,-42.4,4.62,-2.26
2026-01-08 06:48:56,-42.4,4.62,-2.26
2026-01-08 06:48:56,-42.4,4.62,-2.26
2026-01-08 06:49:22,-43,4.62,-2.26
2026-01-08 06:49:22,-43,4.62,-2.26
2026-01-08 06:49:48,-39.6,4.64,-2.26
2026-01-08 06:49:48,-39.6,4.64,-2.26
2026-01-08 06:49:48,-39.6,4.64,-2.26
2026-01-08 06:50:14,-43.6,4.60,-2.26
2026-01-08 06:50:14,-43.6,4.60,-2.26
2026-01-08 06:50:14,-43.6,4.60,-2.26
2026-01-08 06:50:40,-43,4.62,-2.26
2026-01-08 06:50:40,-43,4.62,-2.26
2026-01-08 06:50:40,-43,4.62,-2.26
2026-01-08 06:51:07,-40.6,4.62,-2.26
2026-01-08 06:51:07,-40.6,4.62,-2.26
2026-01-08 06:51:07,-40.6,4.62,-2.26
2026-01-08 06:51:33,-43.4,4.60,-2.27
2026-01-08 06:51:33,-43.4,4.60,-2.27
2026-01-08 06:51:33,-43.4,4.60,-2.27
2026-01-08 06:51:59,-42,4.62,-2.27
2026-01-08 06:51:59,-42,4.62,-2.27
2026-01-08 06:51:59,-42,4.62,-2.27
2026-01-08 06:52:25,-41.3,4.62,-2.27
2026-01-08 06:52:25,-41.3,4.62,-2.27
2026-01-08 06:52:25,-41.3,4.62,-2.27
2026-01-08 06:52:51,-42.1,4.61,-2.27
2026-01-08 06:52:51,-42.1,4.61,-2.27
2026-01-08 06:52:51,-42.1,4.61,-2.27
2026-01-08 06:53:17,-43.2,4.60,-2.27
2026-01-08 06:53:17,-43.2,4.60,-2.27
2026-01-08 06:53:17,-43.2,4.60,-2.27
2026-01-08 06:53:43,-43.2,4.60,-2.27
2026-01-08 06:53:43,-43.2,4.60,-2.27
2026-01-08 06:54:10,-43.3,4.61,-2.27
2026-01-08 06:54:10,-43.3,4.61,-2.27
2026-01-08 06:54:10,-43.3,4.61,-2.27
2026-01-08 06:54:36,-44,4.61,-2.27
2026-01-08 06:54:36,-44,4.61,-2.27
2026-01-08 06:54:36,-44,4.61,-2.27
2026-01-08 06:55:02,-44,4.60,-2.27
2026-01-08 06:55:02,-44,4.60,-2.27
2026-01-08 06:55:02,-44,4.60,-2.27
2026-01-08 06:55:28,-43.4,4.61,-2.28
2026-01-08 06:55:28,-43.4,4.61,-2.28
2026-01-08 06:55:28,-43.4,4.61,-2.28
2026-01-08 06:55:54,-42.5,4.60,-2.28
2026-01-08 06:55:54,-42.5,4.60,-2.28
2026-01-08 06:55:54,-42.5,4.60,-2.28
2026-01-08 06:56:20,-41.9,4.62,-2.28
2026-01-08 06:56:20,-41.9,4.62,-2.28
2026-01-08 06:56:20,-41.9,4.62,-2.28
2026-01-08 06:56:46,-42.4,4.62,-2.28
2026-01-08 06:56:46,-42.4,4.62,-2.28
2026-01-08 06:57:13,-43.9,4.61,-2.28
2026-01-08 06:57:13,-43.9,4.61,-2.28
2026-01-08 06:57:13,-43.9,4.61,-2.28
2026-01-08 06:57:39,-44.2,4.62,-2.28
2026-01-08 06:57:39,-44.2,4.62,-2.28
2026-01-08 06:57:39,-44.2,4.62,-2.28
2026-01-08 06:58:05,-43.9,4.61,-2.28
2026-01-08 06:58:05,-43.9,4.61,-2.28
2026-01-08 06:58:05,-43.9,4.61,-2.28
2026-01-08 06:58:31,-44.1,4.60,-2.28
2026-01-08 06:58:31,-44.1,4.60,-2.28
2026-01-08 06:58:31,-44.1,4.60,-2.28
2026-01-08 06:58:57,-41.8,4.62,-2.28
2026-01-08 06:58:57,-41.8,4.62,-2.28
2026-01-08 06:58:57,-41.8,4.62,-2.28
2026-01-08 06:59:23,-42.4,4.62,-2.29
2026-01-08 06:59:23,-42.4,4.62,-2.29
2026-01-08 06:59:49,-42.8,4.62,-2.29
2026-01-08 06:59:49,-42.8,4.62,-2.29
2026-01-08 06:59:49,-42.8,4.62,-2.29
2026-01-08 07:00:16,-43.3,4.63,-2.29
2026-01-08 07:00:16,-43.3,4.63,-2.29
2026-01-08 07:00:16,-43.3,4.63,-2.29
2026-01-08 07:00:42,-43.8,4.61,-2.29
2026-01-08 07:00:42,-43.8,4.61,-2.29
2026-01-08 07:00:42,-43.8,4.61,-2.29
2026-01-08 07:01:08,-42.2,4.62,-2.29
2026-01-08 07:01:08,-42.2,4.62,-2.29
2026-01-08 07:01:08,-42.2,4.62,-2.29
2026-01-08 07:01:34,-42.3,4.61,-2.29
2026-01-08 07:01:34,-42.3,4.61,-2.29
2026-01-08 07:01:34,-42.3,4.61,-2.29
2026-01-08 07:02:00,-42.6,4.61,-2.29
2026-01-08 07:02:00,-42.6,4.61,-2.29
2026-01-08 07:02:00,-42.6,4.61,-2.29
2026-01-08 07:02:26,-43.1,4.62,-2.29
2026-01-08 07:02:26,-43.1,4.62,-2.29
2026-01-08 07:02:26,-43.1,4.62,-2.29
2026-01-08 07:03:19,-41.3,4.63,-2.29
2026-01-08 07:03:19,-41.3,4.63,-2.29
2026-01-08 07:03:19,-41.3,4.63,-2.29
2026-01-08 07:03:44,-43.7,4.61,-2.30
2026-01-08 07:03:44,-43.7,4.61,-2.30
2026-01-08 07:03:44,-43.7,4.61,-2.30
2026-01-08 07:04:10,-41.7,4.62,-2.30
2026-01-08 07:04:10,-41.7,4.62,-2.30
2026-01-08 07:04:36,-43.6,4.61,-2.30
2026-01-08 07:04:36,-43.6,4.61,-2.30
2026-01-08 07:05:02,-43.6,4.62,-2.30
2026-01-08 07:05:02,-43.6,4.62,-2.30
2026-01-08 07:05:28,-41.3,4.61,-2.30
2026-01-08 07:05:28,-41.3,4.61,-2.30
2026-01-08 07:05:28,-41.3,4.61,-2.30
2026-01-08 07:05:54,-42.7,4.62,-2.30
2026-01-08 07:05:54,-42.7,4.62,-2.30
2026-01-08 07:05:55,-42.7,4.62,-2.30
2026-01-08 07:06:26,-41.9,4.62,-2.30
2026-01-08 07:06:26,-41.9,4.62,-2.30
2026-01-08 07:06:26,-41.9,4.62,-2.30
2026-01-08 07:06:52,-41.2,4.62,-2.30
2026-01-08 07:06:53,-41.2,4.62,-2.30
2026-01-08 07:06:53,-41.2,4.62,-2.30
2026-01-08 07:07:18,-42.8,4.62,-2.30
2026-01-08 07:07:18,-42.8,4.62,-2.30
2026-01-08 07:07:18,-42.8,4.62,-2.30
2026-01-08 07:07:45,-43.5,4.61,-2.31
2026-01-08 07:07:45,-43.5,4.61,-2.31
2026-01-08 07:07:45,-43.5,4.61,-2.31
2026-01-08 07:08:11,-41.7,4.62,-2.31
2026-01-08 07:08:11,-41.7,4.62,-2.31
2026-01-08 07:08:11,-41.7,4.62,-2.31
2026-01-08 07:08:37,-43.1,4.62,-2.31
2026-01-08 07:08:37,-43.1,4.62,-2.31
2026-01-08 07:08:37,-43.1,4.62,-2.31
2026-01-08 07:09:03,-43.2,4.60,-2.31
2026-01-08 07:09:03,-43.2,4.60,-2.31
2026-01-08 07:09:03,-43.2,4.60,-2.31
2026-01-08 07:09:29,-41.5,4.61,-2.31
2026-01-08 07:09:29,-41.5,4.61,-2.31
2026-01-08 07:09:29,-41.5,4.61,-2.31
2026-01-08 07:09:55,-42.5,4.63,-2.31
2026-01-08 07:09:55,-42.5,4.63,-2.31
2026-01-08 07:09:55,-42.5,4.63,-2.31
2026-01-08 07:10:21,-43.2,4.62,-2.31
2026-01-08 07:10:21,-43.2,4.62,-2.31
2026-01-08 07:10:21,-43.2,4.62,-2.31
2026-01-08 07:10:48,-43.1,4.62,-2.31
2026-01-08 07:10:48,-43.1,4.62,-2.31
2026-01-08 07:10:48,-43.1,4.62,-2.31
2026-01-08 07:11:14,-41.8,4.63,-2.31
2026-01-08 07:11:14,-41.8,4.63,-2.31
2026-01-08 07:11:14,-41.8,4.63,-2.31
2026-01-08 07:11:40,-43,4.61,-2.32
2026-01-08 07:11:40,-43,4.61,-2.32
2026-01-08 07:11:40,-43,4.61,-2.32
2026-01-08 07:12:06,-41.9,4.63,-2.32
2026-01-08 07:12:06,-41.9,4.63,-2.32
2026-01-08 07:12:06,-41.9,4.63,-2.32
2026-01-08 07:12:32,-43.1,4.60,-2.32
2026-01-08 07:12:32,-43.1,4.60,-2.32
2026-01-08 07:12:32,-43.1,4.60,-2.32
2026-01-08 07:12:58,-41.9,4.62,-2.32
2026-01-08 07:12:58,-41.9,4.62,-2.32
2026-01-08 07:12:58,-41.9,4.62,-2.32
2026-01-08 07:13:25,-43,4.61,-2.32
2026-01-08 07:13:25,-43,4.61,-2.32
2026-01-08 07:13:51,-41.6,4.63,-2.32
2026-01-08 07:13:51,-41.6,4.63,-2.32
2026-01-08 07:13:51,-41.6,4.63,-2.32
2026-01-08 07:14:17,-42.3,4.62,-2.32
2026-01-08 07:14:17,-42.3,4.62,-2.32
2026-01-08 07:14:17,-42.3,4.62,-2.32
2026-01-08 07:14:43,-41.4,4.62,-2.32
2026-01-08 07:14:43,-41.4,4.62,-2.32
2026-01-08 07:14:43,-41.4,4.62,-2.32
2026-01-08 07:15:09,-43,4.62,-2.32
2026-01-08 07:15:09,-43,4.62,-2.32
2026-01-08 07:15:09,-43,4.62,-2.32
2026-01-08 07:15:35,-41.7,4.63,-2.33
2026-01-08 07:15:35,-41.7,4.63,-2.33
2026-01-08 07:15:35,-41.7,4.63,-2.33
2026-01-08 07:16:01,-42.3,4.62,-2.33
2026-01-08 07:16:01,-42.3,4.62,-2.33
2026-01-08 07:16:01,-42.3,4.62,-2.33
2026-01-08 07:16:28,-42.5,4.62,-2.33
2026-01-08 07:16:28,-42.5,4.62,-2.33
2026-01-08 07:16:28,-42.5,4.62,-2.33
2026-01-08 07:16:54,-41.3,4.63,-2.33
2026-01-08 07:16:54,-41.3,4.63,-2.33
2026-01-08 07:16:54,-41.3,4.63,-2.33
2026-01-08 07:17:20,-42.6,4.62,-2.33
2026-01-08 07:17:20,-42.6,4.62,-2.33
2026-01-08 07:17:20,-42.6,4.62,-2.33
2026-01-08 07:17:46,-41.3,4.62,-2.33
2026-01-08 07:17:46,-41.3,4.62,-2.33
2026-01-08 07:17:46,-41.3,4.62,-2.33
2026-01-08 07:18:12,-42.5,4.62,-2.33
2026-01-08 07:18:12,-42.5,4.62,-2.33
2026-01-08 07:18:12,-42.5,4.62,-2.33
2026-01-08 07:18:38,-42.5,4.62,-2.33
2026-01-08 07:18:38,-42.5,4.62,-2.33
2026-01-08 07:18:38,-42.5,4.62,-2.33
2026-01-08 07:19:04,-41,4.64,-2.33
2026-01-08 07:19:04,-41,4.64,-2.33
2026-01-08 07:19:05,-41,4.64,-2.33
2026-01-08 07:19:31,-42.5,4.62,-2.34
2026-01-08 07:19:31,-42.5,4.62,-2.34
2026-01-08 07:19:31,-42.5,4.62,-2.34
2026-01-08 07:19:57,-42.1,4.63,-2.34
2026-01-08 07:19:57,-42.1,4.63,-2.34
2026-01-08 07:19:57,-42.1,4.63,-2.34
2026-01-08 07:20:23,-41.1,4.63,-2.34
2026-01-08 07:20:23,-41.1,4.63,-2.34
2026-01-08 07:20:49,-42.1,4.62,-2.34
2026-01-08 07:20:49,-42.1,4.62,-2.34
2026-01-08 07:20:49,-42.1,4.62,-2.34
2026-01-08 07:21:15,-42.6,4.63,-2.34
2026-01-08 07:21:15,-42.6,4.63,-2.34
2026-01-08 07:21:41,-42.1,4.62,-2.34
2026-01-08 07:21:41,-42.1,4.62,-2.34
2026-01-08 07:21:41,-42.1,4.62,-2.34
2026-01-08 07:22:07,-40.6,4.62,-2.34
2026-01-08 07:22:07,-40.6,4.62,-2.34
2026-01-08 07:22:34,-40.6,4.61,-2.34
2026-01-08 07:22:34,-40.6,4.61,-2.34
2026-01-08 07:22:34,-40.6,4.61,-2.34
2026-01-08 07:23:00,-42.3,4.63,-2.34
2026-01-08 07:23:00,-42.3,4.63,-2.34
2026-01-08 07:23:00,-42.3,4.63,-2.34
2026-01-08 07:23:26,-41.3,4.62,-2.34
2026-01-08 07:23:26,-41.3,4.62,-2.34
2026-01-08 07:23:26,-41.3,4.62,-2.34
2026-01-08 07:23:52,-41.2,4.63,-2.35
2026-01-08 07:23:52,-41.2,4.63,-2.35
2026-01-08 07:23:52,-41.2,4.63,-2.35
2026-01-08 07:24:18,-42.2,4.62,-2.35
2026-01-08 07:24:18,-42.2,4.62,-2.35
2026-01-08 07:24:18,-42.2,4.62,-2.35
2026-01-08 07:24:44,-42.5,4.62,-2.35
2026-01-08 07:24:44,-42.5,4.62,-2.35
2026-01-08 07:24:44,-42.5,4.62,-2.35
2026-01-08 07:25:11,-40.9,4.64,-2.35
2026-01-08 07:25:11,-40.9,4.64,-2.35
2026-01-08 07:25:11,-40.9,4.64,-2.35
2026-01-08 07:25:37,-40.1,4.60,-2.35
2026-01-08 07:25:37,-40.1,4.60,-2.35
2026-01-08 07:25:37,-40.1,4.60,-2.35
2026-01-08 07:26:03,-42.6,4.61,-2.35
2026-01-08 07:26:03,-42.6,4.61,-2.35
2026-01-08 07:26:03,-42.6,4.61,-2.35
2026-01-08 07:26:29,-41,4.64,-2.35
2026-01-08 07:26:29,-41,4.64,-2.35
2026-01-08 07:26:29,-41,4.64,-2.35
2026-01-08 07:26:55,-40.5,4.63,-2.35
2026-01-08 07:26:55,-40.5,4.63,-2.35
2026-01-08 07:26:55,-40.5,4.63,-2.35
2026-01-08 07:27:21,-41.2,4.63,-2.35
2026-01-08 07:27:21,-41.2,4.63,-2.35
2026-01-08 07:27:21,-41.2,4.63,-2.35
2026-01-08 07:27:47,-41.6,4.63,-2.36
2026-01-08 07:27:47,-41.6,4.63,-2.36
2026-01-08 07:27:47,-41.6,4.63,-2.36
2026-01-08 07:28:14,-39.5,4.64,-2.36
2026-01-08 07:28:14,-39.5,4.64,-2.36
2026-01-08 07:28:14,-39.5,4.64,-2.36
2026-01-08 07:28:40,-40.6,4.63,-2.36
2026-01-08 07:28:40,-40.6,4.63,-2.36
2026-01-08 07:28:40,-40.6,4.63,-2.36
2026-01-08 07:29:06,-40.4,4.64,-2.36
2026-01-08 07:29:06,-40.4,4.64,-2.36
2026-01-08 07:29:06,-40.4,4.64,-2.36
2026-01-08 07:29:32,-40.6,4.63,-2.36
2026-01-08 07:29:32,-40.6,4.63,-2.36
2026-01-08 07:29:32,-40.6,4.63,-2.36
2026-01-08 07:29:58,-42.2,4.62,-2.36
2026-01-08 07:29:58,-42.2,4.62,-2.36
2026-01-08 07:29:58,-42.2,4.62,-2.36
2026-01-08 07:30:24,-39.1,4.64,-2.36
2026-01-08 07:30:24,-39.1,4.64,-2.36
2026-01-08 07:30:24,-39.1,4.64,-2.36
2026-01-08 07:30:50,-40.7,4.63,-2.36
2026-01-08 07:30:50,-40.7,4.63,-2.36
2026-01-08 07:30:50,-40.7,4.63,-2.36
2026-01-08 07:31:17,-41.1,4.63,-2.36
2026-01-08 07:31:17,-41.1,4.63,-2.36
2026-01-08 07:31:17,-41.1,4.63,-2.36
2026-01-08 07:31:44,-40.5,4.64,-2.36
2026-01-08 07:31:44,-40.5,4.64,-2.36
2026-01-08 07:31:44,-40.5,4.64,-2.36
2026-01-08 07:32:09,-41.9,4.62,-2.37
2026-01-08 07:32:09,-41.9,4.62,-2.37
2026-01-08 07:32:35,-40.4,4.64,-2.37
2026-01-08 07:32:35,-40.4,4.64,-2.37
2026-01-08 07:33:01,-41.3,4.62,-2.37
2026-01-08 07:33:01,-41.3,4.62,-2.37
2026-01-08 07:33:01,-41.3,4.62,-2.37
2026-01-08 07:33:27,-40.4,4.64,-2.37
2026-01-08 07:33:27,-40.4,4.64,-2.37
2026-01-08 07:33:53,-40.7,4.62,-2.37
2026-01-08 07:33:53,-40.7,4.62,-2.37
2026-01-08 07:33:53,-40.7,4.62,-2.37
2026-01-08 07:34:19,-39.8,4.62,-2.37
2026-01-08 07:34:19,-39.8,4.62,-2.37
2026-01-08 07:34:45,-38.7,4.64,-2.37
2026-01-08 07:34:45,-38.7,4.64,-2.37
2026-01-08 07:34:45,-38.7,4.64,-2.37
2026-01-08 07:35:37,-39.1,4.64,-2.37
2026-01-08 07:35:37,-39.1,4.64,-2.37
2026-01-08 07:35:37,-39.1,4.64,-2.37
2026-01-08 07:36:03,-36,4.64,-2.37
2026-01-08 07:36:03,-36,4.64,-2.37
2026-01-08 07:36:29,-37.1,4.66,-2.38
2026-01-08 07:36:29,-37.1,4.66,-2.38
2026-01-08 07:36:29,-37.1,4.66,-2.38
2026-01-08 07:36:55,-38.8,4.64,-2.38
2026-01-08 07:36:55,-38.8,4.64,-2.38
2026-01-08 07:36:55,-38.8,4.64,-2.38
2026-01-08 07:37:22,-39.5,4.64,-2.38
2026-01-08 07:37:22,-39.5,4.64,-2.38
2026-01-08 07:37:48,-39.2,4.62,-2.38
2026-01-08 07:37:48,-39.2,4.62,-2.38
2026-01-08 07:38:14,-41.8,4.63,-2.38
2026-01-08 07:38:14,-41.8,4.63,-2.38
2026-01-08 07:38:40,-36.7,4.66,-2.38
2026-01-08 07:38:40,-36.7,4.66,-2.38
2026-01-08 07:38:40,-36.7,4.66,-2.38
2026-01-08 07:39:06,-39.4,4.64,-2.38
2026-01-08 07:39:06,-39.4,4.64,-2.38
2026-01-08 07:39:06,-39.4,4.64,-2.38
2026-01-08 07:39:32,-41.2,4.62,-2.38
2026-01-08 07:39:32,-41.2,4.62,-2.38
2026-01-08 07:39:32,-41.2,4.62,-2.38
2026-01-08 07:39:58,-40.4,4.63,-2.38
2026-01-08 07:39:58,-40.4,4.63,-2.38
2026-01-08 07:39:58,-40.4,4.63,-2.38
2026-01-08 07:40:25,-41.6,4.63,-2.39
2026-01-08 07:40:25,-41.6,4.63,-2.39
2026-01-08 07:40:25,-41.6,4.63,-2.39
2026-01-08 07:40:51,-40,4.62,-2.39
2026-01-08 07:40:51,-40,4.62,-2.39
2026-01-08 07:40:51,-40,4.62,-2.39
2026-01-08 07:41:17,-41.9,4.64,-2.39
2026-01-08 07:41:17,-41.9,4.64,-2.39
2026-01-08 07:41:17,-41.9,4.64,-2.39
2026-01-08 07:41:43,-41.4,4.64,-2.39
2026-01-08 07:41:43,-41.4,4.64,-2.39
2026-01-08 07:41:43,-41.4,4.64,-2.39
2026-01-08 07:42:09,-41.4,4.64,-2.39
2026-01-08 07:42:09,-41.4,4.64,-2.39
