"time","Corrente da bateria (mA)","Tensão da bateria (V)","Energia (Wh)"
2026-01-07 23:14:22,,,
2026-01-07 23:14:22,,,
2026-01-07 23:14:41,-45.3,4.58,-1.07
2026-01-07 23:14:41,-45.3,4.58,-1.07
2026-01-07 23:14:41,-45.3,4.58,-1.07
2026-01-07 23:15:06,-45.7,4.56,-1.07
2026-01-07 23:15:06,-45.7,4.56,-1.07
2026-01-07 23:15:06,-45.7,4.56,-1.07
2026-01-07 23:15:32,-46.8,4.56,-1.07
2026-01-07 23:15:32,-46.8,4.56,-1.07
2026-01-07 23:15:32,-46.8,4.56,-1.07
2026-01-07 23:15:58,-47.1,4.54,-1.07
2026-01-07 23:15:58,-47.1,4.54,-1.07
2026-01-07 23:15:58,-47.1,4.54,-1.07
2026-01-07 23:16:24,-48.6,4.56,-1.07
2026-01-07 23:16:24,-48.6,4.56,-1.07
2026-01-07 23:16:24,-48.6,4.56,-1.07
2026-01-07 23:16:51,-46.7,4.57,-1.07
2026-01-07 23:16:51,-46.7,4.57,-1.07
2026-01-07 23:16:51,-46.7,4.57,-1.07
2026-01-07 23:17:17,-48.3,4.56,-1.07
2026-01-07 23:17:17,-48.3,4.56,-1.07
2026-01-07 23:17:17,-48.3,4.56,-1.07
2026-01-07 23:17:43,-46.3,4.58,-1.07
2026-01-07 23:17:43,-46.3,4.58,-1.07
2026-01-07 23:17:43,-46.3,4.58,-1.07
2026-01-07 23:18:09,-47,4.57,-1.08
2026-01-07 23:18:09,-47,4.57,-1.08
2026-01-07 23:18:09,-47,4.57,-1.08
2026-01-07 23:18:35,-44.1,4.57,-1.08
2026-01-07 23:18:35,-44.1,4.57,-1.08
2026-01-07 23:18:35,-44.1,4.57,-1.08
2026-01-07 23:19:01,-45.4,4.58,-1.08
2026-01-07 23:19:01,-45.4,4.58,-1.08
2026-01-07 23:19:01,-45.4,4.58,-1.08
2026-01-07 23:19:26,-45.2,4.58,-1.08
2026-01-07 23:19:26,-45.2,4.58,-1.08
2026-01-07 23:19:26,-45.2,4.58,-1.08
2026-01-07 23:19:52,-42.3,4.60,-1.08
2026-01-07 23:19:52,-42.3,4.60,-1.08
2026-01-07 23:19:52,-42.3,4.60,-1.08
2026-01-07 23:20:19,-43.3,4.59,-1.08
2026-01-07 23:20:19,-43.3,4.59,-1.08
2026-01-07 23:20:19,-43.3,4.59,-1.08
2026-01-07 23:20:45,-43,4.59,-1.08
2026-01-07 23:20:45,-43,4.59,-1.08
2026-01-07 23:20:45,-43,4.59,-1.08
2026-01-07 23:21:11,-46.8,4.56,-1.08
2026-01-07 23:21:11,-46.8,4.56,-1.08
2026-01-07 23:21:37,-45.3,4.57,-1.08
2026-01-07 23:21:37,-45.3,4.57,-1.08
2026-01-07 23:22:03,-42.5,4.60,-1.09
2026-01-07 23:22:03,-42.5,4.60,-1.09
2026-01-07 23:22:03,-42.5,4.60,-1.09
2026-01-07 23:22:29,-43.5,4.59,-1.09
2026-01-07 23:22:29,-43.5,4.59,-1.09
2026-01-07 23:22:55,-43.9,4.60,-1.09
2026-01-07 23:22:55,-43.9,4.60,-1.09
2026-01-07 23:22:55,-43.9,4.60,-1.09
2026-01-07 23:23:22,-45.4,4.58,-1.09
2026-01-07 23:23:22,-45.4,4.58,-1.09
2026-01-07 23:23:22,-45.4,4.58,-1.09
2026-01-07 23:23:48,-46.5,4.58,-1.09
2026-01-07 23:23:48,-46.5,4.58,-1.09
2026-01-07 23:23:48,-46.5,4.58,-1.09
2026-01-07 23:24:14,-43.4,4.58,-1.09
2026-01-07 23:24:14,-43.4,4.58,-1.09
2026-01-07 23:24:14,-43.4,4.58,-1.09
2026-01-07 23:24:40,-47,4.58,-1.09
2026-01-07 23:24:40,-47,4.58,-1.09
2026-01-07 23:24:40,-47,4.58,-1.09
2026-01-07 23:25:06,-45.3,4.57,-1.09
2026-01-07 23:25:06,-45.3,4.57,-1.09
2026-01-07 23:25:06,-45.3,4.57,-1.09
2026-01-07 23:25:32,-42.2,4.60,-1.09
2026-01-07 23:25:32,-42.2,4.60,-1.09
2026-01-07 23:25:32,-42.2,4.60,-1.09
2026-01-07 23:25:59,-42.5,4.59,-1.10
2026-01-07 23:25:59,-42.5,4.59,-1.10
2026-01-07 23:26:26,-43,4.59,-1.10
2026-01-07 23:26:26,-43,4.59,-1.10
2026-01-07 23:26:26,-43,4.59,-1.10
2026-01-07 23:26:51,-42.1,4.60,-1.10
2026-01-07 23:26:51,-42.1,4.60,-1.10
2026-01-07 23:27:17,-42.7,4.61,-1.10
2026-01-07 23:27:17,-42.7,4.61,-1.10
2026-01-07 23:27:17,-42.7,4.61,-1.10
2026-01-07 23:27:43,-47.5,4.58,-1.10
2026-01-07 23:27:43,-47.5,4.58,-1.10
2026-01-07 23:27:43,-47.5,4.58,-1.10
2026-01-07 23:28:09,-45.2,4.55,-1.10
2026-01-07 23:28:09,-45.2,4.55,-1.10
2026-01-07 23:28:35,-46.3,4.57,-1.10
2026-01-07 23:28:35,-46.3,4.57,-1.10
2026-01-07 23:28:35,-46.3,4.57,-1.10
2026-01-07 23:29:02,-47.8,4.57,-1.10
2026-01-07 23:29:02,-47.8,4.57,-1.10
2026-01-07 23:29:28,-41.3,4.60,-1.10
2026-01-07 23:29:28,-41.3,4.60,-1.10
2026-01-07 23:29:54,-44.2,4.60,-1.11
2026-01-07 23:29:54,-44.2,4.60,-1.11
2026-01-07 23:29:54,-44.2,4.60,-1.11
2026-01-07 23:30:20,-44.2,4.58,-1.11
2026-01-07 23:30:20,-44.2,4.58,-1.11
2026-01-07 23:30:20,-44.2,4.58,-1.11
2026-01-07 23:30:46,-42.9,4.61,-1.11
2026-01-07 23:30:46,-42.9,4.61,-1.11
2026-01-07 23:30:46,-42.9,4.61,-1.11
2026-01-07 23:31:12,-46.8,4.57,-1.11
2026-01-07 23:31:12,-46.8,4.57,-1.11
2026-01-07 23:31:38,-44.1,4.59,-1.11
2026-01-07 23:31:38,-44.1,4.59,-1.11
2026-01-07 23:32:05,-46.1,4.59,-1.11
2026-01-07 23:32:05,-46.1,4.59,-1.11
2026-01-07 23:32:31,-46.4,4.57,-1.11
2026-01-07 23:32:31,-46.4,4.57,-1.11
2026-01-07 23:32:31,-46.4,4.57,-1.11
2026-01-07 23:32:57,-43.9,4.60,-1.11
2026-01-07 23:32:57,-43.9,4.60,-1.11
2026-01-07 23:32:57,-43.9,4.60,-1.11
2026-01-07 23:33:23,-45.1,4.58,-1.11
2026-01-07 23:33:23,-45.1,4.58,-1.11
2026-01-07 23:33:23,-45.1,4.58,-1.11
2026-01-07 23:33:49,-43.7,4.60,-1.12
2026-01-07 23:33:49,-43.7,4.60,-1.12
2026-01-07 23:33:49,-43.7,4.60,-1.12
2026-01-07 23:34:15,-48.6,4.56,-1.12
2026-01-07 23:34:15,-48.6,4.56,-1.12
2026-01-07 23:34:15,-48.6,4.56,-1.12
2026-01-07 23:34:41,-49.1,4.54,-1.12
2026-01-07 23:34:41,-49.1,4.54,-1.12
2026-01-07 23:34:41,-49.1,4.54,-1.12
2026-01-07 23:35:08,-48.1,4.56,-1.12
2026-01-07 23:35:08,-48.1,4.56,-1.12
2026-01-07 23:35:08,-48.1,4.56,-1.12
2026-01-07 23:35:34,-49.4,4.54,-1.12
2026-01-07 23:35:34,-49.4,4.54,-1.12
2026-01-07 23:35:34,-49.4,4.54,-1.12
2026-01-07 23:36:00,-48.4,4.56,-1.12
2026-01-07 23:36:00,-48.4,4.56,-1.12
2026-01-07 23:36:00,-48.4,4.56,-1.12
2026-01-07 23:36:26,-47.9,4.56,-1.12
2026-01-07 23:36:26,-47.9,4.56,-1.12
2026-01-07 23:36:26,-47.9,4.56,-1.12
2026-01-07 23:36:52,-46.2,4.56,-1.12
2026-01-07 23:36:52,-46.2,4.56,-1.12
2026-01-07 23:37:18,-46.8,4.56,-1.13
2026-01-07 23:37:18,-46.8,4.56,-1.13
2026-01-07 23:37:18,-46.8,4.56,-1.13
2026-01-07 23:37:44,-46.6,4.57,-1.13
2026-01-07 23:37:44,-46.6,4.57,-1.13
2026-01-07 23:38:11,-46.5,4.57,-1.13
2026-01-07 23:38:11,-46.5,4.57,-1.13
2026-01-07 23:38:11,-46.5,4.57,-1.13
2026-01-07 23:38:37,-46.8,4.56,-1.13
2026-01-07 23:38:37,-46.8,4.56,-1.13
2026-01-07 23:39:03,-48.2,4.56,-1.13
2026-01-07 23:39:03,-48.2,4.56,-1.13
2026-01-07 23:39:03,-48.2,4.56,-1.13
2026-01-07 23:39:29,-47.9,4.55,-1.13
2026-01-07 23:39:29,-47.9,4.55,-1.13
2026-01-07 23:39:55,-47.6,4.57,-1.13
2026-01-07 23:39:55,-47.6,4.57,-1.13
2026-01-07 23:39:55,-47.6,4.57,-1.13
2026-01-07 23:40:21,-45.3,4.58,-1.13
2026-01-07 23:40:21,-45.3,4.58,-1.13
2026-01-07 23:40:21,-45.3,4.58,-1.13
2026-01-07 23:40:47,-44.1,4.58,-1.14
2026-01-07 23:41:14,-47.8,4.57,-1.14
2026-01-07 23:41:14,-47.8,4.57,-1.14
2026-01-07 23:41:40,-46.2,4.56,-1.14
2026-01-07 23:41:40,-46.2,4.56,-1.14
2026-01-07 23:41:40,-46.2,4.56,-1.14
2026-01-07 23:42:06,-44.2,4.58,-1.14
2026-01-07 23:42:06,-44.2,4.58,-1.14
2026-01-07 23:42:06,-44.2,4.58,-1.14
2026-01-07 23:42:32,-40.7,4.62,-1.14
2026-01-07 23:42:32,-40.7,4.62,-1.14
2026-01-07 23:42:32,-40.7,4.62,-1.14
2026-01-07 23:42:58,-43.1,4.60,-1.14
2026-01-07 23:42:58,-43.1,4.60,-1.14
2026-01-07 23:43:24,-41.9,4.61,-1.14
2026-01-07 23:43:24,-41.9,4.61,-1.14
2026-01-07 23:43:24,-41.9,4.61,-1.14
2026-01-07 23:43:51,-41.1,4.62,-1.14
2026-01-07 23:43:51,-41.1,4.62,-1.14
2026-01-07 23:43:51,-41.1,4.62,-1.14
2026-01-07 23:44:17,-41,4.61,-1.14
2026-01-07 23:44:17,-41,4.61,-1.14
2026-01-07 23:44:43,-42.5,4.62,-1.15
2026-01-07 23:44:43,-42.5,4.62,-1.15
2026-01-07 23:44:43,-42.5,4.62,-1.15
2026-01-07 23:45:09,-43.5,4.60,-1.15
2026-01-07 23:45:35,-48.4,4.56,-1.15
2026-01-07 23:45:35,-48.4,4.56,-1.15
2026-01-07 23:45:35,-48.4,4.56,-1.15
2026-01-07 23:46:01,-45.5,4.58,-1.15
2026-01-07 23:46:01,-45.5,4.58,-1.15
2026-01-07 23:46:01,-45.5,4.58,-1.15
2026-01-07 23:46:27,-47.6,4.57,-1.15
2026-01-07 23:46:27,-47.6,4.57,-1.15
2026-01-07 23:46:27,-47.6,4.57,-1.15
2026-01-07 23:46:54,-46.2,4.58,-1.15
2026-01-07 23:46:54,-46.2,4.58,-1.15
2026-01-07 23:47:20,-43.5,4.58,-1.15
2026-01-07 23:47:20,-43.5,4.58,-1.15
2026-01-07 23:47:20,-43.5,4.58,-1.15
2026-01-07 23:47:45,-48.3,4.56,-1.15
2026-01-07 23:47:45,-48.3,4.56,-1.15
2026-01-07 23:47:45,-48.3,4.56,-1.15
2026-01-07 23:48:11,-48.1,4.56,-1.15
2026-01-07 23:48:11,-48.1,4.56,-1.15
2026-01-07 23:48:11,-48.1,4.56,-1.15
2026-01-07 23:48:37,-48.7,4.56,-1.16
2026-01-07 23:48:37,-48.7,4.56,-1.16
2026-01-07 23:48:37,-48.7,4.56,-1.16
2026-01-07 23:49:03,-42.9,4.58,-1.16
2026-01-07 23:49:03,-42.9,4.58,-1.16
2026-01-07 23:49:03,-42.9,4.58,-1.16
2026-01-07 23:49:29,-37.8,4.64,-1.16
2026-01-07 23:49:29,-37.8,4.64,-1.16
2026-01-07 23:49:29,-37.8,4.64,-1.16
2026-01-07 23:49:56,-36,4.64,-1.16
2026-01-07 23:49:56,-36,4.64,-1.16
2026-01-07 23:49:56,-36,4.64,-1.16
2026-01-07 23:50:27,-50.4,4.53,-1.16
2026-01-07 23:50:27,-50.4,4.53,-1.16
2026-01-07 23:50:27,-50.4,4.53,-1.16
2026-01-07 23:50:53,-51.2,4.53,-1.16
2026-01-07 23:50:53,-51.2,4.53,-1.16
2026-01-07 23:51:20,-50.8,4.53,-1.16
2026-01-07 23:51:46,-51.7,4.53,-1.16
2026-01-07 23:51:46,-51.7,4.53,-1.16
2026-01-07 23:52:12,-52.6,4.49,-1.17
2026-01-07 23:52:12,-52.6,4.49,-1.17
2026-01-07 23:52:38,-53,4.51,-1.17
2026-01-07 23:52:38,-53,4.51,-1.17
2026-01-07 23:52:38,-53,4.51,-1.17
2026-01-07 23:53:04,-50.7,4.53,-1.17
2026-01-07 23:53:04,-50.7,4.53,-1.17
2026-01-07 23:53:04,-50.7,4.53,-1.17
2026-01-07 23:53:30,-51.5,4.52,-1.17
2026-01-07 23:53:30,-51.5,4.52,-1.17
2026-01-07 23:53:30,-51.5,4.52,-1.17
2026-01-07 23:53:56,-52.9,4.50,-1.17
2026-01-07 23:53:56,-52.9,4.50,-1.17
2026-01-07 23:54:23,-50.8,4.53,-1.17
2026-01-07 23:54:23,-50.8,4.53,-1.17
2026-01-07 23:54:23,-50.8,4.53,-1.17
2026-01-07 23:54:49,-52.8,4.51,-1.17
2026-01-07 23:54:49,-52.8,4.51,-1.17
2026-01-07 23:55:15,-50.8,4.53,-1.17
2026-01-07 23:55:15,-50.8,4.53,-1.17
2026-01-07 23:55:41,-52.3,4.52,-1.18
2026-01-07 23:55:41,-52.3,4.52,-1.18
2026-01-07 23:56:07,-49.6,4.53,-1.18
2026-01-07 23:56:07,-49.6,4.53,-1.18
2026-01-07 23:56:07,-49.6,4.53,-1.18
2026-01-07 23:56:33,-52.2,4.53,-1.18
2026-01-07 23:56:33,-52.2,4.53,-1.18
2026-01-07 23:56:33,-52.2,4.53,-1.18
2026-01-07 23:56:59,-49.9,4.54,-1.18
2026-01-07 23:56:59,-49.9,4.54,-1.18
2026-01-07 23:57:26,-52,4.53,-1.18
2026-01-07 23:57:26,-52,4.53,-1.18
2026-01-07 23:57:52,-49.9,4.54,-1.18
2026-01-07 23:57:52,-49.9,4.54,-1.18
2026-01-07 23:57:52,-49.9,4.54,-1.18
2026-01-07 23:58:18,-50.4,4.54,-1.18
2026-01-07 23:58:18,-50.4,4.54,-1.18
2026-01-07 23:58:44,-50.2,4.54,-1.18
2026-01-07 23:58:44,-50.2,4.54,-1.18
2026-01-07 23:58:44,-50.2,4.54,-1.18
2026-01-07 23:59:10,-50.1,4.53,-1.19
2026-01-07 23:59:10,-50.1,4.53,-1.19
2026-01-07 23:59:36,-50.1,4.55,-1.19
2026-01-07 23:59:36,-50.1,4.55,-1.19
2026-01-08 00:00:03,-49.4,4.54,-1.19
2026-01-08 00:00:03,-49.4,4.54,-1.19
2026-01-08 00:00:03,-49.4,4.54,-1.19
2026-01-08 00:00:29,-50.1,4.55,-1.19
2026-01-08 00:00:29,-50.1,4.55,-1.19
2026-01-08 00:00:29,-50.1,4.55,-1.19
2026-01-08 00:00:55,-50.3,4.54,-1.19
2026-01-08 00:00:55,-50.3,4.54,-1.19
2026-01-08 00:00:55,-50.3,4.54,-1.19
2026-01-08 00:01:21,-49,4.54,-1.19
2026-01-08 00:01:21,-49,4.54,-1.19
2026-01-08 00:01:21,-49,4.54,-1.19
2026-01-08 00:01:47,-50.4,4.54,-1.19
2026-01-08 00:01:47,-50.4,4.54,-1.19
2026-01-08 00:01:47,-50.4,4.54,-1.19
2026-01-08 00:02:13,-50.2,4.55,-1.19
2026-01-08 00:02:13,-50.2,4.55,-1.19
2026-01-08 00:02:39,-49.7,4.55,-1.20
2026-01-08 00:02:39,-49.7,4.55,-1.20
2026-01-08 00:02:39,-49.7,4.55,-1.20
2026-01-08 00:03:05,-49.8,4.55,-1.20
2026-01-08 00:03:06,-49.8,4.55,-1.20
2026-01-08 00:03:06,-49.8,4.55,-1.20
2026-01-08 00:03:32,-48.7,4.53,-1.20
2026-01-08 00:03:32,-48.7,4.53,-1.20
2026-01-08 00:03:32,-48.7,4.53,-1.20
2026-01-08 00:03:58,-49.7,4.53,-1.20
2026-01-08 00:03:58,-49.7,4.53,-1.20
2026-01-08 00:03:58,-49.7,4.53,-1.20
2026-01-08 00:04:24,-50.9,4.53,-1.20
2026-01-08 00:04:24,-50.9,4.53,-1.20
2026-01-08 00:04:50,-48.8,4.52,-1.20
2026-01-08 00:04:50,-48.8,4.52,-1.20
2026-01-08 00:05:16,-49.1,4.53,-1.20
2026-01-08 00:05:16,-49.1,4.53,-1.20
2026-01-08 00:05:42,-48.9,4.55,-1.20
2026-01-08 00:05:42,-48.9,4.55,-1.20
2026-01-08 00:06:08,-49.4,4.55,-1.21
2026-01-08 00:06:09,-49.4,4.55,-1.21
2026-01-08 00:06:09,-49.4,4.55,-1.21
2026-01-08 00:06:35,-49,4.55,-1.21
2026-01-08 00:06:35,-49,4.55,-1.21
2026-01-08 00:07:01,-49,4.53,-1.21
2026-01-08 00:07:01,-49,4.53,-1.21
2026-01-08 00:07:01,-49,4.53,-1.21
2026-01-08 00:07:27,-50.4,4.53,-1.21
2026-01-08 00:07:27,-50.4,4.53,-1.21
2026-01-08 00:07:27,-50.4,4.53,-1.21
2026-01-08 00:07:53,-50,4.53,-1.21
2026-01-08 00:07:53,-50,4.53,-1.21
2026-01-08 00:07:53,-50,4.53,-1.21
2026-01-08 00:08:19,-51,4.53,-1.21
2026-01-08 00:08:19,-51,4.53,-1.21
2026-01-08 00:08:45,-50.5,4.52,-1.21
2026-01-08 00:08:45,-50.5,4.52,-1.21
2026-01-08 00:08:45,-50.5,4.52,-1.21
2026-01-08 00:09:12,-50.3,4.53,-1.21
2026-01-08 00:09:12,-50.3,4.53,-1.21
2026-01-08 00:09:12,-50.3,4.53,-1.21
2026-01-08 00:09:38,-49.9,4.54,-1.22
2026-01-08 00:09:38,-49.9,4.54,-1.22
2026-01-08 00:09:38,-49.9,4.54,-1.22
2026-01-08 00:10:04,-50,4.54,-1.22
2026-01-08 00:10:04,-50,4.54,-1.22
2026-01-08 00:10:04,-50,4.54,-1.22
2026-01-08 00:10:30,-48.8,4.55,-1.22
2026-01-08 00:10:30,-48.8,4.55,-1.22
2026-01-08 00:10:30,-48.8,4.55,-1.22
2026-01-08 00:10:56,-48.6,4.55,-1.22
2026-01-08 00:10:56,-48.6,4.55,-1.22
2026-01-08 00:11:22,-49.8,4.54,-1.22
2026-01-08 00:11:22,-49.8,4.54,-1.22
2026-01-08 00:11:48,-50,4.54,-1.22
2026-01-08 00:11:48,-50,4.54,-1.22
2026-01-08 00:12:15,-48.4,4.56,-1.22
2026-01-08 00:12:15,-48.4,4.56,-1.22
2026-01-08 00:12:15,-48.4,4.56,-1.22
2026-01-08 00:12:41,-47.6,4.53,-1.22
2026-01-08 00:12:41,-47.6,4.53,-1.22
2026-01-08 00:13:07,-49.8,4.55,-1.23
2026-01-08 00:13:07,-49.8,4.55,-1.23
2026-01-08 00:13:33,-48.9,4.55,-1.23
2026-01-08 00:13:33,-48.9,4.55,-1.23
2026-01-08 00:13:33,-48.9,4.55,-1.23
2026-01-08 00:13:59,-48.2,4.55,-1.23
2026-01-08 00:13:59,-48.2,4.55,-1.23
2026-01-08 00:14:25,-49.8,4.54,-1.23
2026-01-08 00:14:25,-49.8,4.54,-1.23
2026-01-08 00:14:25,-49.8,4.54,-1.23
2026-01-08 00:14:51,-49.4,4.55,-1.23
2026-01-08 00:14:51,-49.4,4.55,-1.23
2026-01-08 00:14:51,-49.4,4.55,-1.23
2026-01-08 00:15:18,-48.1,4.57,-1.23
2026-01-08 00:15:18,-48.1,4.57,-1.23
2026-01-08 00:15:44,-46.9,4.57,-1.23
2026-01-08 00:15:44,-46.9,4.57,-1.23
2026-01-08 00:15:44,-46.9,4.57,-1.23
2026-01-08 00:16:10,-47.8,4.57,-1.23
2026-01-08 00:16:10,-47.8,4.57,-1.23
2026-01-08 00:16:36,-34.9,4.67,-1.24
2026-01-08 00:16:36,-34.9,4.67,-1.24
2026-01-08 00:16:36,-34.9,4.67,-1.24
2026-01-08 00:17:02,-52.4,4.52,-1.24
2026-01-08 00:17:02,-52.4,4.52,-1.24
2026-01-08 00:17:02,-52.4,4.52,-1.24
2026-01-08 00:17:28,-51.5,4.53,-1.24
2026-01-08 00:17:55,-52.3,4.53,-1.24
2026-01-08 00:17:55,-52.3,4.53,-1.24
2026-01-08 00:18:20,-51.3,4.53,-1.24
2026-01-08 00:18:20,-51.3,4.53,-1.24
2026-01-08 00:18:46,-51.6,4.53,-1.24
2026-01-08 00:18:46,-51.6,4.53,-1.24
2026-01-08 00:19:12,-51,4.54,-1.24
2026-01-08 00:19:12,-51,4.54,-1.24
2026-01-08 00:19:12,-51,4.54,-1.24
2026-01-08 00:19:38,-50.2,4.53,-1.24
2026-01-08 00:19:38,-50.2,4.53,-1.24
2026-01-08 00:20:04,-50.1,4.53,-1.25
2026-01-08 00:20:04,-50.1,4.53,-1.25
2026-01-08 00:20:30,-52.1,4.52,-1.25
2026-01-08 00:20:30,-52.1,4.52,-1.25
2026-01-08 00:20:30,-52.1,4.52,-1.25
2026-01-08 00:20:56,-52.1,4.52,-1.25
2026-01-08 00:20:56,-52.1,4.52,-1.25
2026-01-08 00:20:56,-52.1,4.52,-1.25
2026-01-08 00:21:23,-50,4.53,-1.25
2026-01-08 00:21:23,-50,4.53,-1.25
2026-01-08 00:21:49,-49.8,4.54,-1.25
2026-01-08 00:21:49,-49.8,4.54,-1.25
2026-01-08 00:22:15,-51.6,4.53,-1.25
2026-01-08 00:22:15,-51.6,4.53,-1.25
2026-01-08 00:22:15,-51.6,4.53,-1.25
2026-01-08 00:22:41,-51.4,4.53,-1.25
2026-01-08 00:22:41,-51.4,4.53,-1.25
2026-01-08 00:22:41,-51.4,4.53,-1.25
2026-01-08 00:23:07,-50,4.53,-1.25
2026-01-08 00:23:33,-50.1,4.54,-1.26
2026-01-08 00:24:00,-50.6,4.53,-1.26
2026-01-08 00:24:00,-50.6,4.53,-1.26
2026-01-08 00:24:26,-50.9,4.53,-1.26
2026-01-08 00:24:26,-50.9,4.53,-1.26
2026-01-08 00:24:26,-50.9,4.53,-1.26
2026-01-08 00:24:52,-50.3,4.55,-1.26
2026-01-08 00:24:52,-50.3,4.55,-1.26
2026-01-08 00:24:52,-50.3,4.55,-1.26
2026-01-08 00:25:18,-50.5,4.53,-1.26
2026-01-08 00:25:18,-50.5,4.53,-1.26
2026-01-08 00:25:44,-50.9,4.55,-1.26
2026-01-08 00:25:44,-50.9,4.55,-1.26
2026-01-08 00:26:10,-48.9,4.55,-1.26
2026-01-08 00:26:10,-48.9,4.55,-1.26
2026-01-08 00:26:36,-49.3,4.56,-1.26
2026-01-08 00:26:36,-49.3,4.56,-1.26
2026-01-08 00:26:36,-49.3,4.56,-1.26
2026-01-08 00:27:03,-48.3,4.56,-1.27
2026-01-08 00:27:03,-48.3,4.56,-1.27
2026-01-08 00:27:29,-47.7,4.56,-1.27
2026-01-08 00:27:29,-47.7,4.56,-1.27
2026-01-08 00:27:29,-47.7,4.56,-1.27
2026-01-08 00:27:55,-40,4.62,-1.27
2026-01-08 00:27:55,-40,4.62,-1.27
2026-01-08 00:28:21,-39,4.64,-1.27
2026-01-08 00:28:21,-39,4.64,-1.27
2026-01-08 00:28:21,-39,4.64,-1.27
2026-01-08 00:28:47,-41.4,4.61,-1.27
2026-01-08 00:28:47,-41.4,4.61,-1.27
2026-01-08 00:29:13,-37,4.64,-1.27
2026-01-08 00:29:13,-37,4.64,-1.27
2026-01-08 00:29:13,-37,4.64,-1.27
2026-01-08 00:29:39,-37.3,4.65,-1.27
2026-01-08 00:29:39,-37.3,4.65,-1.27
2026-01-08 00:29:39,-37.3,4.65,-1.27
2026-01-08 00:30:06,-37.5,4.64,-1.27
2026-01-08 00:30:06,-37.5,4.64,-1.27
2026-01-08 00:30:06,-37.5,4.64,-1.27
2026-01-08 00:30:32,-38.1,4.66,-1.27
2026-01-08 00:30:32,-38.1,4.66,-1.27
2026-01-08 00:30:32,-38.1,4.66,-1.27
2026-01-08 00:30:58,-35.4,4.66,-1.28
2026-01-08 00:30:58,-35.4,4.66,-1.28
2026-01-08 00:30:58,-35.4,4.66,-1.28
2026-01-08 00:31:24,-39.4,4.64,-1.28
2026-01-08 00:31:24,-39.4,4.64,-1.28
2026-01-08 00:31:24,-39.4,4.64,-1.28
2026-01-08 00:31:50,-39,4.63,-1.28
2026-01-08 00:31:50,-39,4.63,-1.28
2026-01-08 00:31:50,-39,4.63,-1.28
2026-01-08 00:32:16,-40,4.62,-1.28
2026-01-08 00:32:16,-40,4.62,-1.28
2026-01-08 00:32:16,-40,4.62,-1.28
2026-01-08 00:32:42,-38.2,4.62,-1.28
2026-01-08 00:32:42,-38.2,4.62,-1.28
2026-01-08 00:33:09,-39.9,4.64,-1.28
2026-01-08 00:33:09,-39.9,4.64,-1.28
2026-01-08 00:33:09,-39.9,4.64,-1.28
2026-01-08 00:33:35,-37.8,4.63,-1.28
2026-01-08 00:33:35,-37.8,4.63,-1.28
2026-01-08 00:33:35,-37.8,4.63,-1.28
2026-01-08 00:34:01,-37.2,4.64,-1.28
2026-01-08 00:34:01,-37.2,4.64,-1.28
2026-01-08 00:34:27,-37.7,4.66,-1.28
2026-01-08 00:34:27,-37.7,4.66,-1.28
2026-01-08 00:34:27,-37.7,4.66,-1.28
2026-01-08 00:34:53,-38.2,4.64,-1.28
2026-01-08 00:34:53,-38.2,4.64,-1.28
2026-01-08 00:35:19,-38.2,4.62,-1.29
2026-01-08 00:35:19,-38.2,4.62,-1.29
2026-01-08 00:35:19,-38.2,4.62,-1.29
2026-01-08 00:35:45,-38.7,4.64,-1.29
2026-01-08 00:35:46,-38.7,4.64,-1.29
2026-01-08 00:35:46,-38.7,4.64,-1.29
2026-01-08 00:36:12,-37.2,4.64,-1.29
2026-01-08 00:36:12,-37.2,4.64,-1.29
2026-01-08 00:36:38,-37.4,4.63,-1.29
2026-01-08 00:36:38,-37.4,4.63,-1.29
2026-01-08 00:36:38,-37.4,4.63,-1.29
2026-01-08 00:37:04,-37.4,4.65,-1.29
2026-01-08 00:37:04,-37.4,4.65,-1.29
2026-01-08 00:37:30,-35.9,4.64,-1.29
2026-01-08 00:37:30,-35.9,4.64,-1.29
2026-01-08 00:37:30,-35.9,4.64,-1.29
2026-01-08 00:37:56,-37,4.65,-1.29
2026-01-08 00:37:56,-37,4.65,-1.29
2026-01-08 00:37:56,-37,4.65,-1.29
2026-01-08 00:38:22,-36.2,4.64,-1.29
2026-01-08 00:38:22,-36.2,4.64,-1.29
2026-01-08 00:38:22,-36.2,4.64,-1.29
2026-01-08 00:38:48,-43.2,4.60,-1.29
2026-01-08 00:38:49,-43.2,4.60,-1.29
2026-01-08 00:38:49,-43.2,4.60,-1.29
2026-01-08 00:39:15,-48,4.55,-1.29
2026-01-08 00:39:15,-48,4.55,-1.29
2026-01-08 00:39:15,-48,4.55,-1.29
2026-01-08 00:39:41,-44.8,4.59,-1.30
2026-01-08 00:39:41,-44.8,4.59,-1.30
2026-01-08 00:39:41,-44.8,4.59,-1.30
2026-01-08 00:40:07,-38.8,4.63,-1.30
2026-01-08 00:40:07,-38.8,4.63,-1.30
2026-01-08 00:40:07,-38.8,4.63,-1.30
2026-01-08 00:40:33,-38.1,4.62,-1.30
2026-01-08 00:40:33,-38.1,4.62,-1.30
2026-01-08 00:40:33,-38.1,4.62,-1.30
2026-01-08 00:40:59,-43.7,4.58,-1.30
2026-01-08 00:40:59,-43.7,4.58,-1.30
2026-01-08 00:40:59,-43.7,4.58,-1.30
